TRINITY_DN0_c12_g1	GO:0003674,GO:0005085,GO:0007165,GO:0008150,GO:0009987,GO:0050789,GO:0050794,GO:0065007,GO:0098772
TRINITY_DN4428_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN442_c33_g1	GO:0005575,GO:0030018,GO:0044422,GO:0044424,GO:0044444,GO:0044449,GO:0044464
TRINITY_DN4430_c0_g1	GO:0003674,GO:0003676,GO:0005488,GO:0097159,GO:1901363
TRINITY_DN4431_c0_g1	GO:0005575,GO:0005667,GO:0005669,GO:0006139,GO:0006352,GO:0006367,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016070,GO:0018130,GO:0019438,GO:0032774,GO:0032991,GO:0034641,GO:0034654,GO:0043170,GO:0043234,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0044798,GO:0046483,GO:0071704,GO:0090304,GO:0090575,GO:1901360,GO:1901362,GO:1901576
TRINITY_DN44327_c0_g1	GO:0006139,GO:0006259,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009987,GO:0033554,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:1901360
TRINITY_DN44336_c0_g1	GO:0003674,GO:0005215,GO:0005575,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008324,GO:0015075,GO:0016020,GO:0022857,GO:0022890,GO:0022891,GO:0022892,GO:0030001,GO:0046873,GO:0051179,GO:0051234,GO:0055085
TRINITY_DN44337_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN44351_c1_g1	GO:0003674,GO:0005102,GO:0005179,GO:0005488,GO:0005515,GO:0005575,GO:0005576
TRINITY_DN44364_c0_g1	GO:0003674,GO:0005488,GO:0005509,GO:0043167,GO:0043169,GO:0046872
TRINITY_DN4439_c1_g3	GO:0005575,GO:0005737,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0016070,GO:0034227,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:1901360
TRINITY_DN443_c0_g1	GO:0003674,GO:0003676,GO:0005488,GO:0005515,GO:0005575,GO:0043167,GO:0043169,GO:0045202,GO:0046872,GO:0097159,GO:1901363
TRINITY_DN443_c1_g1	GO:0003674,GO:0003824,GO:0004175,GO:0004197,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0016787,GO:0019538,GO:0043170,GO:0044238,GO:0050790,GO:0065007,GO:0065009,GO:0070011,GO:0071704,GO:1901564
TRINITY_DN44405_c0_g1	GO:0000166,GO:0003674,GO:0003824,GO:0004672,GO:0005488,GO:0005524,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564
TRINITY_DN44406_c0_g1	GO:0000166,GO:0003674,GO:0003824,GO:0004672,GO:0005488,GO:0005524,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564
TRINITY_DN4440_c0_g1	GO:0000166,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004683,GO:0005488,GO:0005515,GO:0005516,GO:0005524,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564
TRINITY_DN4440_c1_g1	GO:0003674,GO:0004871,GO:0004872,GO:0004888,GO:0004930,GO:0005575,GO:0007165,GO:0007186,GO:0008150,GO:0009987,GO:0016020,GO:0016021,GO:0031224,GO:0038023,GO:0044425,GO:0050789,GO:0050794,GO:0060089,GO:0065007,GO:0099600
TRINITY_DN44459_c0_g1	GO:0008150,GO:0008152,GO:0044699,GO:0044710,GO:0055114
TRINITY_DN4445_c0_g1	GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0016491,GO:0016667,GO:0016670,GO:0016972,GO:0044699,GO:0044710,GO:0055114
TRINITY_DN4445_c0_g2	GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0016491,GO:0016667,GO:0016670,GO:0016972,GO:0044699,GO:0044710,GO:0055114
TRINITY_DN44465_c0_g1	GO:0003674,GO:0005488,GO:0005509,GO:0005575,GO:0007155,GO:0007156,GO:0008150,GO:0016020,GO:0022610,GO:0043167,GO:0043169,GO:0046872,GO:0098609,GO:0098742
TRINITY_DN4446_c1_g1	GO:0005575,GO:0008537,GO:0032991,GO:0043234,GO:0044424,GO:0044464
TRINITY_DN4449_c2_g1	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005515,GO:0046983,GO:0097159,GO:1901363
TRINITY_DN444_c30_g1	GO:0003674,GO:0005085,GO:0007165,GO:0008150,GO:0009987,GO:0035556,GO:0050789,GO:0050794,GO:0065007,GO:0098772
TRINITY_DN4450_c0_g1	GO:0003674,GO:0003824,GO:0005575,GO:0005795,GO:0005975,GO:0008150,GO:0008152,GO:0008194,GO:0008375,GO:0008455,GO:0009058,GO:0009311,GO:0009312,GO:0016021,GO:0016051,GO:0016740,GO:0016757,GO:0016758,GO:0031224,GO:0031984,GO:0044238,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0044699,GO:0044710,GO:0044711,GO:0044723,GO:0071704,GO:0098791,GO:1901576
TRINITY_DN4453_c0_g1	GO:0005575,GO:0030141,GO:0031410,GO:0031982,GO:0043226,GO:0043227,GO:0043229,GO:0044424,GO:0044444,GO:0044464,GO:0097708,GO:0099503
TRINITY_DN4453_c4_g1	GO:0000166,GO:0003674,GO:0003824,GO:0004672,GO:0005488,GO:0005524,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564
TRINITY_DN44554_c1_g1	GO:0003674,GO:0003824,GO:0016740,GO:0016772,GO:0016779
TRINITY_DN44583_c0_g1	GO:0003674,GO:0005488,GO:0008270,GO:0043167,GO:0043169,GO:0046872,GO:0046914
TRINITY_DN44583_c2_g1	GO:0003674,GO:0005488,GO:0008270,GO:0043167,GO:0043169,GO:0046872,GO:0046914
TRINITY_DN445_c0_g1	GO:0001071,GO:0003674,GO:0003700,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:1903506,GO:2000112,GO:2001141
TRINITY_DN4460_c0_g1	GO:0007596,GO:0007599,GO:0008150,GO:0032501,GO:0044699,GO:0044707,GO:0050817,GO:0050878,GO:0065007,GO:0065008
TRINITY_DN4464_c0_g1	GO:0006461,GO:0008150,GO:0009987,GO:0016043,GO:0022607,GO:0034622,GO:0043248,GO:0043623,GO:0043933,GO:0065003,GO:0071822,GO:0071840
TRINITY_DN4465_c0_g1	GO:0006461,GO:0008150,GO:0009987,GO:0016043,GO:0022607,GO:0043933,GO:0051259,GO:0051260,GO:0065003,GO:0071822,GO:0071840
TRINITY_DN4465_c0_g2	GO:0003674,GO:0005488,GO:0005515,GO:0006461,GO:0008150,GO:0009987,GO:0016043,GO:0022607,GO:0043933,GO:0051259,GO:0051260,GO:0065003,GO:0071822,GO:0071840
TRINITY_DN44667_c1_g2	GO:0005575,GO:0007154,GO:0008150,GO:0009987,GO:0016021,GO:0031224,GO:0044425
TRINITY_DN4468_c1_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN44718_c0_g1	GO:0003674,GO:0005488,GO:0008270,GO:0043167,GO:0043169,GO:0046872,GO:0046914
TRINITY_DN44718_c1_g1	GO:0000166,GO:0003674,GO:0003824,GO:0004055,GO:0005488,GO:0005524,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016874,GO:0016879,GO:0017076,GO:0019752,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044699,GO:0044710,GO:0044711,GO:0044763,GO:0046394,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607
TRINITY_DN4472_c0_g1	GO:0000062,GO:0003674,GO:0005488,GO:0043167,GO:0043168,GO:0048037,GO:0050662,GO:1901567,GO:1901681
TRINITY_DN44746_c0_g1	GO:0000166,GO:0003674,GO:0003824,GO:0004672,GO:0005488,GO:0005515,GO:0005524,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564
TRINITY_DN44774_c0_g1	GO:0008150,GO:0010468,GO:0010608,GO:0019222,GO:0043487,GO:0043488,GO:0044528,GO:0050789,GO:0060255,GO:0065007,GO:0065008
TRINITY_DN44816_c0_g1	GO:0000166,GO:0003674,GO:0003824,GO:0004672,GO:0005488,GO:0005524,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564
TRINITY_DN44820_c0_g1	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0007154,GO:0008150,GO:0009987,GO:0016021,GO:0031224,GO:0044425
TRINITY_DN4482_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN44831_c0_g2	GO:0003674,GO:0004871,GO:0004872,GO:0004888,GO:0004930,GO:0004984,GO:0005575,GO:0007165,GO:0007186,GO:0008150,GO:0009987,GO:0016021,GO:0031224,GO:0038023,GO:0044425,GO:0050789,GO:0050794,GO:0060089,GO:0065007,GO:0099600
TRINITY_DN4485_c0_g1	GO:0003674,GO:0004871,GO:0004872,GO:0004888,GO:0004930,GO:0005488,GO:0005509,GO:0005575,GO:0007155,GO:0007156,GO:0007165,GO:0007186,GO:0008150,GO:0009987,GO:0016020,GO:0016021,GO:0022610,GO:0031224,GO:0038023,GO:0043167,GO:0043169,GO:0044425,GO:0046872,GO:0050789,GO:0050794,GO:0060089,GO:0065007,GO:0098609,GO:0098742,GO:0099600
TRINITY_DN44894_c0_g1	GO:0003674,GO:0005102,GO:0005488,GO:0005515,GO:0005575,GO:0008083,GO:0016020
TRINITY_DN4489_c0_g1	GO:0003674,GO:0004871,GO:0004872,GO:0004888,GO:0004930,GO:0005575,GO:0007165,GO:0007186,GO:0008150,GO:0009987,GO:0016021,GO:0031224,GO:0038023,GO:0044425,GO:0050789,GO:0050794,GO:0060089,GO:0065007,GO:0099600
TRINITY_DN44901_c0_g1	GO:0003674,GO:0005488,GO:0005515,GO:0008017,GO:0008092,GO:0015631
TRINITY_DN4490_c0_g1	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0097159,GO:0097367,GO:1901265,GO:1901363
TRINITY_DN44917_c0_g1	GO:0000975,GO:0000976,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0043565,GO:0044212,GO:0097159,GO:1901363,GO:1990837
TRINITY_DN44919_c4_g1	GO:0003674,GO:0005215,GO:0005216,GO:0005575,GO:0006461,GO:0006810,GO:0006811,GO:0008150,GO:0009987,GO:0015075,GO:0015267,GO:0016020,GO:0016043,GO:0022607,GO:0022803,GO:0022838,GO:0022857,GO:0022891,GO:0022892,GO:0043933,GO:0051179,GO:0051234,GO:0051259,GO:0051260,GO:0055085,GO:0065003,GO:0071822,GO:0071840
TRINITY_DN44924_c1_g1	GO:0002376,GO:0003674,GO:0005102,GO:0005126,GO:0005164,GO:0005488,GO:0005515,GO:0005575,GO:0006955,GO:0008150,GO:0016020,GO:0032813,GO:0050896
TRINITY_DN4492_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN44937_c0_g1	GO:0003674,GO:0005215,GO:0005216,GO:0005575,GO:0006810,GO:0006811,GO:0008150,GO:0015075,GO:0015267,GO:0016020,GO:0022803,GO:0022838,GO:0022857,GO:0022891,GO:0022892,GO:0051179,GO:0051234,GO:0055085
TRINITY_DN4493_c0_g1	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0097159,GO:0097367,GO:1901265,GO:1901363
TRINITY_DN44954_c0_g1	GO:0003674,GO:0003824,GO:0004435,GO:0004620,GO:0004629,GO:0006629,GO:0007165,GO:0008081,GO:0008150,GO:0008152,GO:0009987,GO:0016298,GO:0016787,GO:0016788,GO:0035556,GO:0042578,GO:0044238,GO:0044699,GO:0044710,GO:0050789,GO:0050794,GO:0065007,GO:0071704
TRINITY_DN4496_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN44994_c0_g1	GO:0003674,GO:0004871,GO:0004872,GO:0004888,GO:0004930,GO:0005575,GO:0007165,GO:0007186,GO:0008150,GO:0009987,GO:0016021,GO:0031224,GO:0038023,GO:0044425,GO:0050789,GO:0050794,GO:0060089,GO:0065007,GO:0099600
TRINITY_DN44997_c1_g1	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0097159,GO:1901363
TRINITY_DN449_c0_g1	GO:0005575,GO:0005750,GO:0006091,GO:0006122,GO:0008150,GO:0008152,GO:0009987,GO:0022900,GO:0022904,GO:0032991,GO:0043234,GO:0044237,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044446,GO:0044455,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0045275,GO:0055114,GO:0070069,GO:0098796,GO:0098798,GO:0098800,GO:0098803,GO:1902494,GO:1902495,GO:1990204,GO:1990351
TRINITY_DN44_c0_g2	GO:0000166,GO:0003674,GO:0003774,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0016459,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043234,GO:0044422,GO:0044424,GO:0044430,GO:0044446,GO:0044464,GO:0097159,GO:0097367,GO:1901265,GO:1901363
TRINITY_DN44_c2_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN4502_c0_g1	GO:0003674,GO:0005488,GO:0005515,GO:0006461,GO:0008134,GO:0008140,GO:0008150,GO:0009987,GO:0016043,GO:0022607,GO:0043933,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0065003,GO:0071822,GO:0071840
TRINITY_DN45037_c0_g1	GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0016491,GO:0016614,GO:0016616,GO:0044699,GO:0044710,GO:0055114
TRINITY_DN45037_c0_g2	GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0016491,GO:0016614,GO:0016616,GO:0044699,GO:0044710,GO:0055114
TRINITY_DN4503_c1_g1	GO:0003674,GO:0005488,GO:0043167,GO:0043169,GO:0046872
TRINITY_DN45043_c0_g1	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0008150,GO:0008152,GO:0016491,GO:0016627,GO:0036094,GO:0043167,GO:0043168,GO:0044699,GO:0044710,GO:0048037,GO:0050660,GO:0050662,GO:0055114,GO:0097159,GO:1901265,GO:1901363
TRINITY_DN45045_c1_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN4505_c0_g1	GO:0000166,GO:0003674,GO:0003824,GO:0004672,GO:0005488,GO:0005515,GO:0005524,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564
TRINITY_DN4505_c0_g2	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN4506_c0_g1	GO:0003674,GO:0005215,GO:0005575,GO:0006810,GO:0008150,GO:0016020,GO:0022857,GO:0051179,GO:0051234,GO:0055085
TRINITY_DN45070_c0_g1	GO:0003674,GO:0003824,GO:0005975,GO:0008150,GO:0008152,GO:0016853,GO:0016866,GO:0016868,GO:0044238,GO:0071704
TRINITY_DN450_c2_g1	GO:0003674,GO:0003824,GO:0016853,GO:0016872
TRINITY_DN4511_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN45121_c0_g1	GO:0006629,GO:0008150,GO:0008152,GO:0044238,GO:0044699,GO:0044710,GO:0071704
TRINITY_DN4512_c0_g1	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005515,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0046983,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:1903506,GO:2000112,GO:2001141
TRINITY_DN45143_c0_g1	GO:0003674,GO:0005488,GO:0005515
TRINITY_DN45143_c1_g1	GO:0003674,GO:0005488,GO:0008270,GO:0043167,GO:0043169,GO:0046872,GO:0046914
TRINITY_DN45143_c3_g1	GO:0003674,GO:0003824,GO:0016787,GO:0016788
TRINITY_DN4514_c0_g1	GO:0003674,GO:0004871,GO:0004872,GO:0004888,GO:0004930,GO:0005575,GO:0007165,GO:0007186,GO:0008150,GO:0009987,GO:0016021,GO:0031224,GO:0038023,GO:0044425,GO:0050789,GO:0050794,GO:0060089,GO:0065007,GO:0099600
TRINITY_DN45150_c0_g2	GO:0003674,GO:0004872,GO:0005215,GO:0005216,GO:0005230,GO:0005575,GO:0006810,GO:0006811,GO:0008150,GO:0015075,GO:0015267,GO:0015276,GO:0016021,GO:0022803,GO:0022834,GO:0022836,GO:0022838,GO:0022857,GO:0022891,GO:0022892,GO:0031224,GO:0044425,GO:0051179,GO:0051234,GO:0060089,GO:0099600
TRINITY_DN45159_c0_g1	GO:0003674,GO:0004871,GO:0004872,GO:0004888,GO:0004930,GO:0005575,GO:0007165,GO:0007186,GO:0008150,GO:0009987,GO:0016020,GO:0016021,GO:0031224,GO:0038023,GO:0044425,GO:0050789,GO:0050794,GO:0060089,GO:0065007,GO:0099600
TRINITY_DN4516_c2_g1	GO:0003674,GO:0005488,GO:0005515,GO:0008017,GO:0008092,GO:0015631,GO:0042802,GO:0043015
TRINITY_DN45177_c0_g1	GO:0005575,GO:0016020
TRINITY_DN4519_c0_g2	GO:0000151,GO:0000152,GO:0003674,GO:0003824,GO:0004842,GO:0005488,GO:0005515,GO:0005575,GO:0005680,GO:0006508,GO:0006511,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009056,GO:0009057,GO:0009987,GO:0010498,GO:0016740,GO:0019538,GO:0019787,GO:0019941,GO:0030163,GO:0031145,GO:0031461,GO:0032991,GO:0043161,GO:0043167,GO:0043169,GO:0043170,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046872,GO:0046914,GO:0051603,GO:0061630,GO:0061659,GO:0071704,GO:0097602,GO:1901564,GO:1901565,GO:1901575,GO:1902494,GO:1990234
TRINITY_DN4520_c0_g1	GO:0005575,GO:0005856,GO:0005885,GO:0007015,GO:0008064,GO:0008150,GO:0008361,GO:0009987,GO:0010638,GO:0015629,GO:0016043,GO:0030832,GO:0030833,GO:0030838,GO:0031334,GO:0032271,GO:0032273,GO:0032535,GO:0032956,GO:0032970,GO:0032991,GO:0033043,GO:0034314,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043234,GO:0043254,GO:0044087,GO:0044089,GO:0044422,GO:0044424,GO:0044430,GO:0044446,GO:0044464,GO:0044699,GO:0044763,GO:0045010,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051128,GO:0051130,GO:0051493,GO:0051495,GO:0065007,GO:0065008,GO:0071840,GO:0090066,GO:0097435,GO:1902903,GO:1902905
TRINITY_DN45227_c0_g1	GO:0003674,GO:0004872,GO:0005215,GO:0005216,GO:0005230,GO:0005575,GO:0006810,GO:0006811,GO:0008150,GO:0015075,GO:0015267,GO:0015276,GO:0016021,GO:0022803,GO:0022834,GO:0022836,GO:0022838,GO:0022857,GO:0022891,GO:0022892,GO:0031224,GO:0044425,GO:0051179,GO:0051234,GO:0060089,GO:0099600
TRINITY_DN4522_c2_g1	GO:0005575,GO:0006810,GO:0008150,GO:0016021,GO:0016192,GO:0031224,GO:0044425,GO:0051179,GO:0051234
TRINITY_DN45241_c0_g1	GO:0003674,GO:0005488,GO:0005515,GO:0008092,GO:0015631,GO:0043015
TRINITY_DN45255_c0_g1	GO:0003674,GO:0004871,GO:0004872,GO:0004888,GO:0004970,GO:0005215,GO:0005216,GO:0005230,GO:0005575,GO:0008066,GO:0015075,GO:0015267,GO:0015276,GO:0016020,GO:0022803,GO:0022824,GO:0022834,GO:0022835,GO:0022836,GO:0022838,GO:0022857,GO:0022891,GO:0022892,GO:0030594,GO:0038023,GO:0060089,GO:0099600
TRINITY_DN45268_c0_g2	GO:0003674,GO:0003824,GO:0006139,GO:0006259,GO:0006304,GO:0006305,GO:0006306,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0009987,GO:0010468,GO:0016740,GO:0016741,GO:0019222,GO:0032259,GO:0034641,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044728,GO:0046483,GO:0050789,GO:0060255,GO:0065007,GO:0071704,GO:0090304,GO:1901360
TRINITY_DN4526_c0_g1	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0008150,GO:0008152,GO:0008270,GO:0016491,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0044699,GO:0044710,GO:0046872,GO:0046914,GO:0048037,GO:0050660,GO:0050662,GO:0055114,GO:0071949,GO:0097159,GO:1901265,GO:1901363
TRINITY_DN45275_c0_g2	GO:0003674,GO:0003676,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004523,GO:0004540,GO:0005488,GO:0016787,GO:0016788,GO:0016891,GO:0016893,GO:0097159,GO:1901363
TRINITY_DN45284_c0_g1	GO:0003674,GO:0003824,GO:0005575,GO:0005634,GO:0006139,GO:0006259,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008081,GO:0008150,GO:0008152,GO:0009987,GO:0016787,GO:0016788,GO:0033554,GO:0034641,GO:0042578,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:1901360
TRINITY_DN45284_c3_g1	GO:0003674,GO:0003824,GO:0004112,GO:0004114,GO:0007165,GO:0008081,GO:0008150,GO:0009987,GO:0016787,GO:0016788,GO:0042578,GO:0050789,GO:0050794,GO:0065007
TRINITY_DN45297_c0_g1	GO:0000009,GO:0000030,GO:0003674,GO:0003824,GO:0004376,GO:0006464,GO:0006497,GO:0006505,GO:0006506,GO:0006629,GO:0006643,GO:0006644,GO:0006650,GO:0006661,GO:0006664,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0009058,GO:0009247,GO:0009987,GO:0016740,GO:0016757,GO:0016758,GO:0019538,GO:0019637,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044267,GO:0044699,GO:0044710,GO:0044711,GO:0044763,GO:0045017,GO:0046467,GO:0046474,GO:0046486,GO:0046488,GO:0071704,GO:0090407,GO:1901135,GO:1901137,GO:1901564,GO:1901576,GO:1903509
TRINITY_DN4529_c0_g1	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0097159,GO:0097367,GO:1901265,GO:1901363
